Be+ 1         4         2        146872.0(1S)       1103374.0(3S)
    1 2S1               (2)0( 0.5)        0.0 {1}1.000 {2}1.500
    2 2P1               (2)1( 2.5)    31933.0 {1}1.000
    3 3S1               (2)0( 0.5)    88232.0 {1}1.000
    4 3P1               (2)1( 2.5)    96497.0 {1}1.000
    5 3D1               (2)2( 4.5)    98055.0 {1}1.000
    6 4S1               (2)0( 0.5)   115464.0 {1}1.000
    7 4P1               (2)1( 2.5)   118761.0 {1}1.000
    8 4D1               (2)2( 4.5)   119421.0 {1}1.000
    9 4F1               (2)3( 6.5)   119447.0 {1}1.000
   10 5S1               (2)0( 0.5)   127335.1 {1}1.000
   11 5P1               (2)1( 2.5)   128971.0 {1}1.000
   12 5D1               (2)2( 4.5)   129310.0 {1}1.000
   13 5F1               (2)3( 6.5)   129323.8 {1}1.000
   14 5G1               (2)4( 8.5)   129325.0 {1}1.000
   -1
  2.0    3       2.00+03 5.00+03 1.00+04 2.00+04 5.00+04 1.00+05 2.00+05 5.00+05 1.00+06 2.00+06 5.00+06 1.00+07
  10   7 3.12+07 1.88+01 2.05+01 2.38+01 3.07+01 4.87+01 7.03+01 9.85+01 1.44+02 1.83+02 2.24+02 2.81+02 3.25+02
  11   7 3.22+01 6.41+01 6.57+01 6.84+01 7.31+01 8.21+01 8.97+01 9.66+01 1.04+02 1.07+02 1.10+02 1.13+02 1.14+02
  12   7 2.22+07 2.45+01 2.65+01 3.08+01 4.02+01 6.71+01 1.02+02 1.50+02 2.31+02 3.02+02 3.78+02 4.85+02 5.68+02
   9   8 8.92-01 2.44+03 3.12+03 3.69+03 4.28+03 5.06+03 5.66+03 6.24+03 6.95+03 7.43+03 7.68+03 7.84+03 7.89+03
  10   8 2.20+01 1.15+01 1.18+01 1.24+01 1.32+01 1.48+01 1.59+01 1.70+01 1.80+01 1.85+01 1.89+01 1.93+01 1.95+01
  11   8 4.53+06 1.28+01 1.30+01 1.34+01 1.45+01 1.80+01 2.31+01 3.03+01 4.31+01 5.45+01 6.71+01 8.46+01 9.83+01
  12   8 1.73+01 1.07+02 1.09+02 1.13+02 1.20+02 1.32+02 1.43+02 1.52+02 1.62+02 1.67+02 1.70+02 1.73+02 1.76+02
  14   8 6.72+01 2.11+02 2.15+02 2.20+02 2.30+02 2.47+02 2.61+02 2.74+02 2.86+02 2.93+02 2.97+02 3.02+02 3.04+02
  11   9 2.27+00 3.70+00 3.75+00 3.83+00 3.98+00 4.26+00 4.49+00 4.71+00 4.92+00 5.03+00 5.09+00 5.14+00 5.15+00
  12   9 8.47+05 1.42+01 1.42+01 1.43+01 1.45+01 1.52+01 1.63+01 1.81+01 2.15+01 2.46+01 2.81+01 3.31+01 3.70+01
  14   9 6.82+07 6.36+02 6.65+02 7.18+02 8.26+02 1.09+03 1.40+03 1.79+03 2.41+03 2.93+03 3.48+03 4.23+03 4.81+03
  11  10 8.51+05 1.21+03 1.40+03 1.64+03 1.97+03 2.50+03 2.97+03 3.46+03 4.14+03 4.67+03 5.21+03 5.92+03 6.47+03
  12  10 7.27-02 2.50+02 2.56+02 2.62+02 2.68+02 2.75+02 2.79+02 2.82+02 2.84+02 2.85+02 2.86+02 2.87+02 2.88+02
  12  11 1.01+04 5.61+03 6.55+03 7.42+03 8.38+03 9.75+03 1.08+04 1.19+04 1.34+04 1.45+04 1.56+04 1.71+04 1.83+04
  14  12 1.05-09 1.92+02 2.19+02 2.32+02 2.40+02 2.47+02 2.51+02 2.54+02 2.59+02 2.62+02 2.65+02 2.69+02 2.72+02
  13   1 7.27-02 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
R  1  +1         1.68-13 1.08-13 7.75-14 5.66-14 3.86-14 2.95-14 2.70-14 5.46-14 5.74-14 3.64-14 1.30-14 4.94-15
R  2  +1         7.43-13 4.63-13 3.20-13 2.16-13 1.23-13 7.52-14 4.73-14 6.38-14 6.76-14 4.32-14 1.49-14 5.32-15
R  3  +1         4.04-14 2.61-14 1.91-14 1.43-14 1.01-14 7.82-15 6.06-15 4.69-15 3.68-15 2.31-15 9.54-16 4.24-16
R  4  +1         2.60-13 1.63-13 1.13-13 7.66-14 4.36-14 2.68-14 1.87-14 5.60-14 7.31-14 4.99-14 1.76-14 6.24-15
R  5  +1         2.56-13 1.54-13 1.00-13 6.21-14 2.93-14 1.50-14 1.21-14 7.69-14 1.07-13 7.44-14 2.64-14 9.34-15
R  6  +1         1.60-14 1.04-14 7.69-15 5.81-15 4.13-15 3.21-15 2.46-15 1.61-15 1.07-15 6.47-16 2.80-16 1.34-16
R  7  +1         1.20-13 7.49-14 5.19-14 3.52-14 2.00-14 1.22-14 8.53-15 2.84-14 3.86-14 2.69-14 9.64-15 3.41-15
R  8  +1         1.60-13 9.59-14 6.26-14 3.87-14 1.82-14 9.28-15 4.68-15 7.18-15 9.09-15 6.24-15 2.22-15 7.84-16
R  9  +1         1.12-13 6.35-14 3.87-14 2.17-14 8.73-15 3.92-15 2.07-15 7.56-15 1.07-14 7.46-15 2.67-15 9.44-16
R 10  +1         7.97-15 5.20-15 3.85-15 2.94-15 2.11-15 1.63-15 1.22-15 8.01-16 5.18-16 3.13-16 1.34-16 6.15-17
R 11  +1         6.54-14 4.08-14 2.82-14 1.91-14 1.08-14 6.53-15 5.28-15 2.79-14 4.00-14 2.82-14 1.01-14 3.58-15
R 12  +1         9.61-14 5.76-14 3.75-14 2.31-14 1.08-14 5.47-15 2.95-15 8.09-15 1.13-14 7.88-15 2.82-15 9.98-16
R 13  +1         9.85-14 5.59-14 3.40-14 1.91-14 7.67-15 3.45-15 1.78-15 6.39-15 9.10-15 6.42-15 2.30-15 8.15-16
R 14  +1         5.06-14 2.68-14 1.51-14 7.71-15 2.72-15 1.12-15 4.36-16 1.18-16 4.26-17 1.52-17 3.89-18 1.38-18
R  1  +2         1.76-12 1.25-12 9.91-13 6.93-13 3.99-13 2.60-13 1.71-13 9.85-14 6.13-14 3.48-14 1.38-14 6.24-15
R  2  +2         9.32-14 4.17-13 8.35-13 6.98-13 3.18-13 1.38-13 5.43-14 1.46-14 5.29-15 1.89-15 4.81-16 1.70-16
R  3  +2         1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.01-30 1.00-30 1.00-30 1.00-30 1.00-30
R  4  +2         1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.01-30 1.00-30 1.00-30 1.00-30 1.00-30
R  5  +2         1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.01-30 1.00-30 1.00-30 1.00-30 1.00-30
R  6  +2         7.26-12 1.53-11 1.88-11 1.16-11 4.16-12 1.65-12 6.17-13 1.62-13 5.79-14 2.06-14 5.22-15 1.84-15
R  7  +2         1.29-12 6.00-12 1.18-11 8.97-12 3.67-12 1.52-12 5.82-13 1.54-13 5.55-14 1.98-14 5.02-15 1.77-15
R  8  +2         2.29-12 1.16-11 2.55-11 2.26-11 1.01-11 4.30-12 1.67-12 4.47-13 1.61-13 5.75-14 1.46-14 5.16-15
R  9  +2         5.03-13 4.96-12 1.52-11 1.40-11 6.48-12 2.79-12 1.09-12 2.93-13 1.06-13 3.77-14 9.59-15 3.39-15
R 10  +2         5.84-15 3.55-13 3.15-12 4.65-12 2.89-12 1.37-12 5.65-13 1.56-13 5.69-14 2.04-14 5.20-15 1.84-15
R 11  +2         2.17-15 1.92-13 2.13-12 3.49-12 2.32-12 1.12-12 4.66-13 1.30-13 4.74-14 1.70-14 4.34-15 1.53-15
R 12  +2         4.54-15 4.40-13 5.26-12 9.24-12 6.38-12 3.14-12 1.31-12 3.67-13 1.34-13 4.82-14 1.23-14 4.35-15
R 13  +2         1.96-15 2.54-13 3.53-12 6.37-12 4.50-12 2.22-12 9.32-13 2.61-13 9.53-14 3.44-14 8.80-15 3.11-15
S  1  +1         3.77-10 1.00-09 2.77-09 4.93-09 8.72-09 1.19-08 1.47-08 1.64-08 1.58-08 1.39-08 1.06-08 8.19-09
S  1  +2         1.00+00 1.00+00 2.77-02 1.02-10 2.40-10 3.75-10 5.42-10 8.45-10 1.14-09 1.43-09 1.71-09 1.76-09
  -1
  -1  -1
C-------------------------------------------------------------------------------
C
C Combined two specific ion files
C
C Target         : copmm#4_be1.dat
C Supplementary  : adas215_adf04_be1.pass
C
C Replace SUPPLEMENTARY level into TARGET level
C
C                     1                 1
C                     2                 2
C                     3                 3
C                     4                 4
C                     5                 5
C                     6                 6
C                     7                 7
C                     8                 8
C                     9                 9
C
C
C Code     : ADAS utility program, merge04
C Date     : 01-02-2006
C Producer : Martin O'Mullane
C
C-------------------------------------------------------------------------------
C
C   Zero supplement A values found and the target values are used instead.
C
C     Tran.      Target       Supp
C
C      5   1     1.13D+04     1.00D-30
C      8   1     3.47D+03     1.00D-30
C      4   2     1.90D+03     1.00D-30
C      7   2     7.98D+02     1.00D-30
C      9   2     4.53D+02     1.00D-30
C      5   3     2.34D+00     1.00D-30
C      8   3     4.47D+02     1.00D-30
C      7   4     1.87D+02     1.00D-30
C      9   4     5.00D+02     1.00D-30
C      6   5     7.98D+01     1.00D-30
C      8   5     7.76D+01     1.00D-30
C      8   6     3.45D-01     1.00D-30
C      9   7     7.94D-05     1.00D-30
C
C-------------------------------------------------------------------------------
C
C   For the following transitions supplement A values have been used,
C   Check the supplement values!
C
C     Tran.      Target       Supp      Factor
C
C      9   8     6.97D+01     8.92D-01       781.39
C
C-------------------------------------------------------------------------------
C Comments from target file
C-------------------------------------------------------------------------------
C
C             Configuration
C       Eissner            == Standard           R Parentage
C
C   1   21512              == 1S2 2S1              1 2S  2S/
C   2   21513              == 1S2 2P1              1 2P  2P/
C   3   21514              == 1S2 3S1              1 2S  2S/
C   4   21515              == 1S2 3P1              1 2P  2P/
C   5   21516              == 1S2 3D1              1 2D  2D/
C   6   21517              == 1S2 4S1              1 2S  2S/
C   7   21518              == 1S2 4P1              1 2P  2P/
C   8   21519              == 1S2 4D1              1 2D  2D/
C   9   2151A              == 1S2 4F1              1 2F  2F/
C  10   2151B              == 1S2 5S1              1 2S  2S/
C  11   2151C              == 1S2 5P1              1 2P  2P/
C  12   2151D              == 1S2 5D1              1 2D  2D/
C  13   2151F              == 1S2 5G1              1 2G  2G/
C  14   2151E              == 1S2 5F1              1 2F  2F/
C
C (R) - Levels (or levels within a term) have been reassigned
C       from their principal component.
C
C-------------------------------------------------------------------------------
C
C IC Level list :
C
C        1     2     3     4     5     6     7     8     9    10
C       11    12    13    14    15    16    17    18    19    20
C       21    22    23    24
C
C Map to LS levels :
C
C        1     2     2     3     4     4     5     5     6     7
C        7     8     8     9     9    10    11    11    12    12
C       14    14    13    13
C
C-------------------------------------------------------------------------------
C
C   Generated from Cowan Atomic Structure Program
C
C   From IFG file : /home/adas/adas/pass/ifg#be1.dat
C
C   Options in effect
C
C   Coupling    Avalue   numtemps   Lweight   Isonuclear   Comment Level
C   LS          YES      14         NO        NO           2
C
C
C   Cowan code options
C   ------------------
C
C         SCF method used                      :  HR
C
C         Scale factors for Slater Parameters  :  80 90 80 80 80
C
C         Optically allowed transitions        :  Yes
C
C         Optically forbidden transitions (M1) :  Both Parities
C
C         Optically forbidden transitions (E2) :  Both Parities
C
C         Born Collision-Strength  - forbidden :  0 ->  2
C
C         Born Collision-Strength  - allowed   :  1 ->  1
C
C
C   Parity 1    Parity 2    Allowed
C         51          52         89     initially
C         24          15         35     reduced
C
C   Note: The Born method does NOT calculate spin changing transitions
C   correctly. You should supplement for important transitions of this type.
C
C-------------------------------------------------------------------------------
C
C   Code     : ADAS801
C   Producer : Martin O'Mullane
C   Date     : 01/02/06
C
C-------------------------------------------------------------------------------
C Comments from supplementary file
C-------------------------------------------------------------------------------
C
C  File generated by altering the temperature set of an ADF04 file
C
C  Program     : ADAS215
C
C  Source file : /home/adas/adas/adf04/lilike/lilike_cpb03#be1.dat
C
C  Producer    : Martin O'Mullane
C
C  Date        : 01/02/06
C-------------------------------------------------------------------------------
C  Replace n=5 energy levels with NIST values.
C------------------------------------------------------------------------------
C
C  Unphysical A values. Set A=1.0E-30 for following transitions :
C      2    -1    A =   4.49D+02
C      4    -1    A =   1.72D+01
C      5    -1    A =   7.45D+07
C      7    -1    A =   7.53D+01
C      8    -1    A =   4.20D+07
C      9    -1    A =   9.79D+00
C     11    -1    A =   2.56D-05
C     12    -1    A =   3.44D+01
C
C-------------------------------------------------------------------------------
C
C Level list :
C
C     1   2   3   4   5   6   7   8   9  10
C    11  12  13  14
C
C Original level order :
C
C     1   2   3   4   5   6   7   8   9  10
C    11  12  14  13
C
C-------------------------------------------------------------------------------
C
C Filtered adf04 file to
C  - sort energy levels
C  - remove non physical A values from
C    energy level reversals
C  - remove energies above ionisation potential
C  - remove duplicate transitions
C
C Code     : ADAS utility program, filter04
C Date     : 01-02-2006
C Producer : Martin O'Mullane
C
C-------------------------------------------------------------------------------
C
C  Generate radiative recombination from :
C     /home/adas/adas/adf08/rrc96#he/rrc96#he_be2ls.dat
C
C
C  CODE     : ADAS211
C  PRODUCER : Martin O'Mullane
C  DATE     : 02/02/06
C
C-------------------------------------------------------------------------------
C
C     Dielectronic data is post-processed from Badnell files as follows:
C
C      /home/adas/adas/adf09/nrb93#he/nrb93#he_be2ls12.dat
C      /home/adas/adas/adf09/nrb93#he/nrb93#he_be2ls22.dat
C
C     The cross-referencing file is as follows:
C
C      /home/adas/adas/adf18/a09_a04/drm96#li/drm96#li_be1ls.dat
C
C     The parent metastable indices are as follows:
C
C     1.    1S2                 (1)0( 0.0)
C     2.    1S1 2S1             (3)0( 1.0)
C
C     Dielectronic data added to  15 existing rad. recom. level sets
C
C
C  CODE     : ADAS211
C  PRODUCER : Martin O'Mullane
C  DATE     : 02/02/06
C
C-------------------------------------------------------------------------------
C
C  Added ionisation rates (S-lines) from :
C      /home/adas/adas/adf07/szd03#be/szd03#be_be.dat
C
C    S  1  +1   ISEL =    4   Energy =    146872.00
C    S  1  +2   ISEL =    5   Energy =   1103374.00
C
C  Replace first two temperatures of S 1-> +2 with 1.0 as values
C  returned from adas807 were infinity.
C
C  Code     : ADAS807
C  Producer : Martin O'Mullane
C  Date     : 02/02/06
C
C-------------------------------------------------------------------------------
